name: AOE II: The Conquerors Europe 1v1 Room v1.0C id:65543   sid:6   server:203.117.124.16  gid:1021  game:AOE II        ml:1  
name: Taiwan ESM SanGuo 7.x 17                  id:393302  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 7.x 16                  id:393303  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 7.x 15                  id:393304  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 7.x 14                  id:393305  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 7.x 13                  id:393306  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 7.x 12                  id:393307  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM SanGuo 7.x 11                  id:393308  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM SanGuo XD 6.x 45               id:393309  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 44               id:393310  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 43               id:393311  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 42               id:393312  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 41               id:393313  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 40               id:393314  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 39               id:393315  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 38               id:393316  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 37               id:393317  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 36               id:393318  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 35               id:393319  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 34               id:393320  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 33               id:393321  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 32               id:393322  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 31               id:393323  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 30               id:393324  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 29               id:393325  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 28               id:393326  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 27               id:393327  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 26               id:393328  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 25               id:393329  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 24               id:393330  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 23               id:393331  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 22               id:393332  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 21               id:393333  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 20               id:393334  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 19               id:393335  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 18               id:393336  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 17               id:393337  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 16               id:393338  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 15               id:393339  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 14               id:393340  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 13               id:393341  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 12               id:393342  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 11               id:393343  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 10               id:393344  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 09               id:393345  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 08               id:393346  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 07               id:393347  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 6.x 06               id:393348  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM SanGuo XD 6.x 05               id:393349  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM XianZhiXiaDao 01               id:393350  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM WuHuJianHouZhuan Room 01       id:393351  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Warlock 01                     id:393352  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:6  
name: Taiwan ESM War of Imba 01                 id:393353  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM VIP/Official Tournament Room 03 id:393356  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM VIP/Official Tournament Room 02 id:393357  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM VIP/Official Tournament Room 01 id:393358  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Troll and Elves Room 01        id:393359  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan ESM Troll and Elves Room normal 02 id:393360  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM Tower Defense 11               id:393364  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defense 10               id:393365  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defense 09               id:393366  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defense 08               id:393367  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defense 07               id:393368  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defense 06               id:393369  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defense 05               id:393370  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defence 04               id:393373  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defence 03               id:393374  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defence 02               id:393375  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Tower Defence 01               id:393376  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM strategy game 01               id:393377  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Sanguo Qun Yin Online          id:393378  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Sanguo Godness 01              id:393379  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG Surprise Room 03           id:393380  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG Surprise Room 02           id:393381  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG Surprise Room 01           id:393382  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 16 -Load                   id:393383  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 15 -Load                   id:393384  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 10                         id:393389  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 09                         id:393390  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 08                         id:393391  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 07                         id:393392  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 06                         id:393393  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM NoBu ReBoRn 01                 id:458591  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG Nobu of fight              id:458592  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Fight of Characters 02         id:458596  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Fight of Characters 01         id:458597  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Fight of Characters FOCS 03    id:458598  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Nobu -high room 20             id:458599  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Nobu -high room 19             id:458600  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Nobu -high room 18             id:458601  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Nobu -high room 17             id:458602  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Nobu -high room 16             id:458603  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Fight of Characters FOCS 02    id:458604  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Fight of Characters FOCS 01    id:458616  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Turkey LoD Room [Moderated]               id:458617  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:10 
name: Argentina DotA Clan War Room 01           id:458618  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Venezuela RPG Room 01                     id:458619  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: RDL - Romania Dota League                 id:458648  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu Zero 01                   id:458664  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 15                   id:458665  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 14                   id:458666  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 13                   id:458667  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 12                   id:458668  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo XD 11                   id:458669  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 40             id:458670  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 39             id:458671  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 38             id:458672  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 37             id:458673  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 36             id:458674  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 35             id:458675  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 34             id:458676  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 33             id:458677  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 32             id:458678  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu -high room 31             id:458679  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: War 3 Custom Map : Fufu United Ninja ROOM 5 (v1.24e) id:458707  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: War 3 Custom Map : Fufu United Ninja ROOM 4 (v1.24e) id:458708  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Malaysia DotA Clan War Room 02 (v1.24e)   id:458709  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Final Fantasy DISSIDIA                    id:458712  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  170 (new version)        id:458713  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  169 (new version)        id:458714  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  168 (new version)        id:458715  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  167 (new version)        id:458716  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  166 (new version)        id:458717  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  165 (new version)        id:458718  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  164 (new version)        id:458719  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  163 (new version)        id:458720  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  162 (new version)        id:458721  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  161 (new version)        id:458722  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu  160 (new version)        id:458725  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
